Nom,Type,SIREN,INSEE,SISPEA,UGE,service,Communes,Pop,Pop_service,Mode,Statut,operateur,Date,Statut,D102.0,P103.2B,Verif_P103.2B,CalculAuto_P103.2B,P104.3,Verif_P104.3,CalculAuto_P104.3,P105.3,Verif_P105.3,CalculAuto_P105.3,P106.3,Verif_P106.3,CalculAuto_P106.3,P107.2,Verif_P107.2,CalculAuto_P107.2
Trentels,Commune,214703159,47315,169469,0470028,eau potable :,1,839,419,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,17",102,Sans anomalie apparente,1,65.8,Sans anomalie apparente,1,7.7,Sans anomalie apparente,1,5.1,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Vianne,Commune,214703183,47318,169422,0470031,eau potable,1,1056,352,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Albaret-Sainte-Marie,Commune,214800021,48002,143109,0480061,eau potable,1,588,588,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Albaret-le-Comtal,Commune,214800013,48001,143107,0480016,eau potable,1,185,185,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Allenc,Commune,214800039,48003,143112,0480063,eau potable,1,232,232,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Altier,Commune,214800047,48004,143113,0480064,eau potable,1,219,219,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Arzenc-d'Apcher,Commune,214800070,48007,143117,0480066,eau potable,1,49,49,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Arzenc-de-Randon,Commune,214800088,48008,143118,0480027,eau potable,1,218,218,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Auroux,Commune,214800104,48010,143121,0480062,eau potable,1,410,205,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
BESSONS,Commune,214800252,48025,143140,0480075,eau potable,1,466,466,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
BONDONS,Commune,214800286,48028,143147,0480078,eau potable,1,147,147,Régie,Régie à autonomie financière,,,En cours de saisie,,,,,,,,,,,,,,,,
BORN,Commune,214800294,48029,143149,0480079,eau potable,1,150,150,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Badaroux,Commune,214800138,48013,143125,0480068,eau potable,1,986,986,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,01",97,Sans anomalie apparente,1,79.8,Sans anomalie apparente,1,1.7,Sans anomalie apparente,1,1.6,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Balsièges,Commune,214800161,48016,143131,0480002,eau potable,1,549,274,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Banassac-Canilhac,Commune,200054484,48017,143133,0480048,eau potable,1,1080,540,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,86",110,Sans anomalie apparente,1,64,Sans anomalie apparente,1,3.3,Sans anomalie apparente,1,2.5,Sans anomalie apparente,1,0.81,Sans anomalie apparente,1
Barjac,Commune,214800187,48018,219096,,eau potable,1,759,759,Régie,Entreprise privée,,,En attente de saisie,,,,,,,,,,,,,,,,
Barre-des-Cévennes,Commune,214800195,48019,143135,0480070,eau potable,1,208,208,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Bassurels,Commune,214800203,48020,143136,0480071,eau potable,1,55,27,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Blavignac,Commune,214800260,48026,143142,0480076,eau potable,1,313,156,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Brenoux,Commune,214800302,48030,143151,0480080,eau potable,1,386,386,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Brion,Commune,214800310,48031,143153,0480045,eau potable,1,88,88,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
CANOURGUE,Commune,214800344,48034,143159,0480035,eau potable,1,2200,733,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,25",70,Sans anomalie apparente,1,77.3,Sans anomalie apparente,1,2.5,Sans anomalie apparente,1,2.2,Sans anomalie apparente,1,0.79,Sans anomalie apparente,1
COLLET-DE-DEZE,Commune,214800518,48051,143181,0480018,eau potable,1,786,786,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,8",81,Sans anomalie apparente,1,50.1,Sans anomalie apparente,1,4.7,Sans anomalie apparente,1,4,Sans anomalie apparente,1,0.79,Sans anomalie apparente,1
COMMUNAUTE DE COMMUNES AUBRAC LOT CAUSSES TARN,Communauté de communes,200069268,,143363,0480083,eau potable : Pays de Chanac,4,2191,1256,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
COMMUNAUTE DE COMMUNES DES CEVENNES AU MONT LOZERE,Communauté de communes,200069136,,235754,0480180,eau potable : Hameau du Martinet,1,548,274,Régie,Régie à autonomie financière,,,Confirmé / publié,2,0,Sans anomalie apparente,1,95.4,Sans anomalie apparente,1,0.2,Sans anomalie apparente,1,0.2,Sans anomalie apparente,1,0,Sans anomalie apparente,1
COMMUNAUTE DE COMMUNES DU GEVAUDAN,Communauté de communes,244800470,,143115,0480065,eau potable : Antrenas,1,341,341,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,41",85,Sans anomalie apparente,1,70.8,Sans anomalie apparente,1,2,Sans anomalie apparente,1,1.9,Sans anomalie apparente,1,0,Sans anomalie apparente,1
COMMUNAUTE DE COMMUNES DU GEVAUDAN,Communauté de communes,244800470,,143177,0480021,eau potable : Chirac,1,2211,1105,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,41",70,Sans anomalie apparente,1,65.5,Sans anomalie apparente,1,5.3,Sans anomalie apparente,1,5.2,Sans anomalie apparente,1,2.5,Sans anomalie apparente,1
COMMUNAUTE DE COMMUNES DU GEVAUDAN,Communauté de communes,244800470,,143196,0480100,eau potable : Gabrias,1,153,153,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,41",75,Sans anomalie apparente,1,71.3,Sans anomalie apparente,1,1.2,Sans anomalie apparente,1,1.1,Sans anomalie apparente,1,0,Sans anomalie apparente,1
COMMUNAUTE DE COMMUNES DU GEVAUDAN,Communauté de communes,244800470,,143202,0480101,eau potable : Grèzes,1,201,201,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,41",76,Sans anomalie apparente,1,65.2,Sans anomalie apparente,1,4.6,Sans anomalie apparente,1,4.2,Sans anomalie apparente,1,0,Sans anomalie apparente,1
COMMUNAUTE DE COMMUNES DU GEVAUDAN,Communauté de communes,244800470,,143154,0480081,eau potable : Le Buisson,1,251,251,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,41",85,Sans anomalie apparente,1,65.8,Sans anomalie apparente,1,2,Sans anomalie apparente,1,1.9,Sans anomalie apparente,1,0,Sans anomalie apparente,1
COMMUNAUTE DE COMMUNES DU GEVAUDAN,Communauté de communes,244800470,,143229,0480001,eau potable : Marvejols,1,5183,5183,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,41",90,Sans anomalie apparente,1,55.1,Sans anomalie apparente,1,16,Sans anomalie apparente,1,14.2,Sans anomalie apparente,1,0.53,Sans anomalie apparente,1
COMMUNAUTE DE COMMUNES DU GEVAUDAN,Communauté de communes,244800470,,143237,0480022,eau potable : Monastier-Pin-Moriès,1,2211,1105,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,41",76,Sans anomalie apparente,1,63.1,Sans anomalie apparente,1,3.4,Sans anomalie apparente,1,3.3,Sans anomalie apparente,1,0,Sans anomalie apparente,1
COMMUNAUTE DE COMMUNES DU GEVAUDAN,Communauté de communes,244800470,,143240,0480123,eau potable : Montrodat,1,1300,1300,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,41",85,Sans anomalie apparente,1,79.5,Sans anomalie apparente,1,1.6,Sans anomalie apparente,1,1.5,Sans anomalie apparente,1,0.66,Sans anomalie apparente,1
COMMUNAUTE DE COMMUNES DU GEVAUDAN,Communauté de communes,244800470,,143244,0480125,eau potable : Palhers,1,207,207,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,41",80,Sans anomalie apparente,1,99,Sans anomalie apparente,1,0,Sans anomalie apparente,1,0,Sans anomalie apparente,1,0,Sans anomalie apparente,1
COMMUNAUTE DE COMMUNES DU GEVAUDAN,Communauté de communes,244800470,,188441,0480135,eau potable : Recoules de Fumas,1,96,96,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,41",76,Sans anomalie apparente,1,67.8,Sans anomalie apparente,1,2.1,Sans anomalie apparente,1,1.5,Sans anomalie apparente,1,0,Sans anomalie apparente,1
COMMUNAUTE DE COMMUNES DU GEVAUDAN,Communauté de communes,244800470,,143280,0480143,eau potable : Saint Bonnet de Chirac,1,79,79,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,41",70,Sans anomalie apparente,1,66.9,Sans anomalie apparente,1,3.9,Sans anomalie apparente,1,3.7,Sans anomalie apparente,1,0,Sans anomalie apparente,1
COMMUNAUTE DE COMMUNES DU GEVAUDAN,Communauté de communes,244800470,,143315,0480160,eau potable : Saint Laurent de Muret,1,194,194,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,4",75,Sans anomalie apparente,1,98.2,Sans anomalie apparente,1,0.1,Sans anomalie apparente,1,0.1,Sans anomalie apparente,1,0,Sans anomalie apparente,1
COMMUNAUTE DE COMMUNES DU GEVAUDAN,Communauté de communes,244800470,,143318,0480162,eau potable : Saint Léger de Peyre,1,189,189,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,41",85,Sans anomalie apparente,1,82.1,Sans anomalie apparente,1,1.9,Sans anomalie apparente,1,1.7,Sans anomalie apparente,1,0,Sans anomalie apparente,1
COMMUNAUTE DE COMMUNES GORGES CAUSSES CEVENNES,Communauté de communes,200069151,,143374,0480377,eau potable : Gorges du Tarn,3,1298,368,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
COMMUNAUTE DE COMMUNES RANDON-MARGERIDE,Communauté de communes,200069102,,143372,0480178,eau potable : Margeride Est,6,1816,860,Régie,Régie à autonomie financière,,,Confirmé / publié,,60,Sans anomalie apparente,1,94.4,Sans anomalie apparente,1,0.5,Sans anomalie apparente,1,0.4,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Cans et Cévennes,Commune,200056851,48166,143316,0480057,eau potable,1,291,291,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Cassagnas,Commune,214800369,48036,143161,0480029,eau potable,1,118,118,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Chadenet,Commune,214800377,48037,143163,0480082,eau potable,1,93,93,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Chambon-le-Château,Commune,214800385,48038,143165,0480043,eau potable,1,291,145,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,84",90,Sans anomalie apparente,1,94.9,Sans anomalie apparente,1,0.9,Sans anomalie apparente,1,0.2,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Chastel-Nouvel,Commune,214800427,48042,143166,0480085,eau potable,1,840,840,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Chauchailles,Commune,214800443,48044,143170,0480087,eau potable,1,97,97,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Chaudeyrac,Commune,214800450,48045,188439,0480050,eau potable,1,311,311,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,71",85,Sans anomalie apparente,1,71.4,Sans anomalie apparente,1,1.5,Sans anomalie apparente,1,1,Sans anomalie apparente,1,0.09,Sans anomalie apparente,1
Chaulhac,Commune,214800468,48046,143171,0480088,eau potable,1,79,79,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,98",50,Sans anomalie apparente,1,84,Sans anomalie apparente,1,4.6,Sans anomalie apparente,1,4,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Cheylard-l'Évêque,Commune,214800484,48048,143176,0480090,eau potable,1,66,66,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Châteauneuf-de-Randon,Commune,214800435,48043,143169,0480086,eau potable,1,571,571,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Cubières,Commune,214800534,48053,196547,0480092,eau potable,1,162,162,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Cubiérettes,Commune,214800542,48054,196549,0480093,eau potable,1,55,55,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Estables,Commune,214800575,48057,143183,0480094,eau potable,1,171,171,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,87",98,Sans anomalie apparente,1,97.6,Sans anomalie apparente,1,0.3,Sans anomalie apparente,1,0.1,Sans anomalie apparente,1,0,Sans anomalie apparente,1
FAGE-MONTIVERNOUX,Commune,214800583,48058,143185,0480095,eau potable,1,169,169,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Fontans,Commune,214800633,48063,143189,0480098,eau potable,1,220,220,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Fournels,Commune,214800641,48064,143191,0480031,eau potable,1,377,377,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Fraissinet-de-Fourques,Commune,214800658,48065,199555,0480003,eau potable,1,66,33,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,83",95,Sans anomalie apparente,1,34,Sans anomalie apparente,1,12.7,Sans anomalie apparente,1,10.5,Sans anomalie apparente,1,0.3,Sans anomalie apparente,1
Gabriac,Commune,214800674,48067,143195,0480025,eau potable,1,105,105,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,64",105,Sans anomalie apparente,1,75.8,Sans anomalie apparente,1,0.1,Sans anomalie apparente,1,0.1,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Gatuzières,Commune,214800690,48069,196551,0480004,eau potable,1,61,30,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,84",85,Sans anomalie apparente,1,59.7,Sans anomalie apparente,1,2.4,Sans anomalie apparente,1,2.3,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Grandrieu,Commune,214800708,48070,143198,0480058,eau potable,1,774,387,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Grandvals,Commune,214800716,48071,143200,0480054,eau potable,1,78,78,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
HERMAUX,Commune,214800732,48073,143203,0480102,eau potable,1,113,113,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Hures-la-Parade,Commune,214800740,48074,143205,0480103,eau potable,1,278,139,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,73",85,Sans anomalie apparente,1,73.1,Sans anomalie apparente,1,5.5,Sans anomalie apparente,1,5.4,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Ispagnac,Commune,214800757,48075,143208,0480037,eau potable,1,899,449,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Julianges,Commune,214800773,48077,196553,0480105,eau potable,1,60,60,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
LAUBIES,Commune,214800831,48083,143216,0480110,eau potable,1,172,172,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,55",80,Sans anomalie apparente,1,78.7,Sans anomalie apparente,1,0.6,Sans anomalie apparente,1,0.4,Sans anomalie apparente,1,10.58,Sans anomalie apparente,1
Lachamp,Commune,214800781,48078,188440,0480106,eau potable,1,180,180,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,05",100,Sans anomalie apparente,1,87.6,Sans anomalie apparente,1,0.4,Sans anomalie apparente,1,0.4,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Lajo,Commune,214800799,48079,143210,0480107,eau potable,1,106,106,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Langogne,Commune,214800807,48080,143212,0480060,eau potable,1,3114,1557,Délégation,Entreprise privée,VEOLIA,30/06/2020,Confirmé / publié,"1,97",93,Sans anomalie apparente,1,80,Sans anomalie apparente,1,10.8,Sans anomalie apparente,1,8.2,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Lanuéjols,Commune,214800815,48081,143215,0480108,eau potable,1,322,322,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Laubert,Commune,214800823,48082,196554,0480109,eau potable,1,110,110,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Luc,Commune,214800864,48086,143220,0480112,eau potable,1,233,233,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,94",81,Sans anomalie apparente,1,74.9,Sans anomalie apparente,1,1.6,Sans anomalie apparente,1,1,Sans anomalie apparente,1,0,Sans anomalie apparente,1
MALZIEU-FORAIN,Commune,214800898,48089,143223,0480114,eau potable,1,473,473,Régie,Régie simple,,,Confirmé / publié,"2,03",50,Sans anomalie apparente,1,92.6,Sans anomalie apparente,1,0.6,Sans anomalie apparente,1,0.4,Sans anomalie apparente,1,1.93,Sans anomalie apparente,1
MALZIEU-VILLE,Commune,214800906,48090,143226,0480115,eau potable,1,769,769,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Marchastel,Commune,214800914,48091,143227,0480116,eau potable,1,65,65,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,38",85,Sans anomalie apparente,1,78.9,Sans anomalie apparente,1,2.9,Sans anomalie apparente,1,1.8,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Mende,Commune,214800955,48095,143230,0480007,eau potable,1,12566,12566,Délégation,Entreprise privée,BRL EXPLOITATION,31/12/2019,Confirmé / publié,"1,92",105,Sans anomalie apparente,1,74.1,Sans anomalie apparente,1,6.2,Sans anomalie apparente,1,6.1,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Meyrueis,Commune,214800963,48096,143233,0480118,eau potable,1,967,322,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,98",105,Sans anomalie apparente,1,46,Sans anomalie apparente,1,8.5,Sans anomalie apparente,1,8,Sans anomalie apparente,1,0.11,Sans anomalie apparente,1
Moissac-Vallée-Française,Commune,214800971,48097,143234,0480119,eau potable,1,231,231,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,43",40,Sans anomalie apparente,1,85.8,Sans anomalie apparente,1,0.6,Sans anomalie apparente,1,0.5,Sans anomalie apparente,1,2.11,Sans anomalie apparente,1
Molezon,Commune,214800989,48098,143236,0480120,eau potable,1,95,95,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,56",15,Sans anomalie apparente,1,76.7,Sans anomalie apparente,1,0.4,Sans anomalie apparente,1,0.4,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Mont Lozère et Goulet,Commune,200062545,48027,143126,0480069,eau potable (BAGNOLS-LES-BAINS),1,1102,183,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Mont Lozère et Goulet,Commune,200062545,48027,143139,0480074,eau potable (BELVEZET),1,1102,183,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Mont Lozère et Goulet,Commune,200062545,48027,143144,0480077,eau potable (BLEYMARD),1,1102,183,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Mont Lozère et Goulet,Commune,200062545,48027,196545,0480044,eau potable (CHASSERADES),1,1102,183,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
