Nom,Type,SIREN,INSEE,SISPEA,UGE,service,Communes,Pop,Pop_service,Mode,Statut_x,operateur,Date,Statut.1,D102.0,P103.2B,Verif_P103.2B,CalculAuto_P103.2B,P104.3,Verif_P104.3,CalculAuto_P104.3,P105.3,Verif_P105.3,CalculAuto_P105.3,P106.3,Verif_P106.3,CalculAuto_P106.3,P107.2,Verif_P107.2,CalculAuto_P107.2,Code Postal,Commune,Département,Région,Statut_y,Altitude Moyenne,Superficie,Population,geo_point_2d,geo_shape,ID Geofla,Code Commune,Code Canton,Code Arrondissement,Code Département,Code Région
Saint-Avold,Commune,215706060.0,57606,63287,0570195,eau potable,1,16345.0,16345.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,28",110.0,Sans anomalie apparente,1.0,87.1,Sans anomalie apparente,1.0,3.6,Sans anomalie apparente,1.0,3.3,Sans anomalie apparente,1.0,0.28,Sans anomalie apparente,1.0,57500,SAINT-AVOLD,MOSELLE,LORRAINE,Chef-lieu canton,262.0,3529.0,16.3,"49.12845245, 6.71233591282","{""type"": ""Polygon"", ""coordinates"": [[[6.659753728006836, 49.08905550879522], [6.649889158009333, 49.089094573601734], [6.639811800713032, 49.096249890025035], [6.694007817456693, 49.10913253192009], [6.69837474483665, 49.119025237179045], [6.687283552111275, 49.13061687894902], [6.64166713617472, 49.14039543385028], [6.653308120928572, 49.14478559629377], [6.703589444288566, 49.15321148787401], [6.709196752630891, 49.15563089439638], [6.711756897542948, 49.155929956199266], [6.721579513525096, 49.15474442423741], [6.720964813942595, 49.14619477540354], [6.731201691620421, 49.14545460699867], [6.752949571374138, 49.15985439443858], [6.747871577355633, 49.16591717013961], [6.763763896275729, 49.16513307521783], [6.773788441482367, 49.167645343585114], [6.768163197794871, 49.159387852338554], [6.775071424295145, 49.15494084176966], [6.775645089136579, 49.14549879537225], [6.755440407008382, 49.14179290927533], [6.737272076191736, 49.124825040436654], [6.76144190182509, 49.119030605539116], [6.760175123889794, 49.11574879327898], [6.751072108092355, 49.11255875493504], [6.736048446399463, 49.11185653360924], [6.724478501129287, 49.100829212379715], [6.726083966902755, 49.09761102596348], [6.716589327397084, 49.094808678564775], [6.707983198445189, 49.098278970218765], [6.687317851826834, 49.09700667835012], [6.663858101221113, 49.089731493455574], [6.659753728006836, 49.08905550879522]]]}",29587,606,96,3,57,41
Sarreguemines,Commune,215706318.0,57631,63294,0570201,eau potable,1,21956.0,10978.0,Délégation,Entreprise privée,,,Confirmé / publié,"2,1",85.0,Sans anomalie apparente,0.0,82.4,Sans anomalie apparente,1.0,10.1,Sans anomalie apparente,1.0,7.9,Sans anomalie apparente,1.0,0.06,Sans anomalie apparente,0.0,57200,SARREGUEMINES,MOSELLE,LORRAINE,Sous-préfecture,235.0,2996.0,22.0,"49.1088144102, 7.06943100683","{""type"": ""Polygon"", ""coordinates"": [[[7.041012952003294, 49.08052538250149], [7.038607136319375, 49.09274240818132], [7.03390936218466, 49.092270039724276], [7.025786237565332, 49.09517138243196], [7.01675293776408, 49.09324103861306], [7.011779321886275, 49.09770157170936], [7.007006025666906, 49.09714064169136], [7.014769468632747, 49.10992645999123], [7.011698018185077, 49.12002195823689], [7.023967055972309, 49.12487839113536], [7.028973227149976, 49.12434159893272], [7.035919939762259, 49.12916807096809], [7.04565911286367, 49.128453603118245], [7.045944311670345, 49.11823487227047], [7.058024231487272, 49.11258793598881], [7.067406955104261, 49.11558383849709], [7.072655497932894, 49.12512027728876], [7.090024099248417, 49.13226412555101], [7.097270007975101, 49.131594261171585], [7.105130981694443, 49.12743677493016], [7.114919369409377, 49.12959597604609], [7.130193110528597, 49.12809984741426], [7.12944783862967, 49.1215080672752], [7.134709144077588, 49.11593420095812], [7.12880221990119, 49.10343351643471], [7.112955690391129, 49.10384195149409], [7.091498630280547, 49.094328826402325], [7.078478469049916, 49.09716641199908], [7.070061818801807, 49.0865399872568], [7.061950176797705, 49.082033875175576], [7.041012952003294, 49.08052538250149]]]}",680,631,30,6,57,41
Schneckenbusch,Commune,215706375.0,57637,63296,0570203,eau potable,1,305.0,305.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,66",70.0,Sans anomalie apparente,0.0,97.6,Sans anomalie apparente,1.0,0.4,Sans anomalie apparente,1.0,0.4,Sans anomalie apparente,1.0,,Sans anomalie apparente,1.0,57400,SCHNECKENBUSCH,MOSELLE,LORRAINE,Commune simple,277.0,215.0,0.3,"48.6959536942, 7.08168211214","{""type"": ""Polygon"", ""coordinates"": [[[7.087013689140867, 48.681125253579616], [7.074912296406861, 48.68779932447813], [7.077086256933439, 48.708331739680816], [7.08683571260387, 48.70875442167573], [7.087013689140867, 48.681125253579616]]]}",9453,637,29,5,57,41
Troisfontaines,Commune,215706805.0,57680,63299,0570213,eau potable,1,1316.0,1316.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,93",60.0,Sans anomalie apparente,0.0,64.1,Sans anomalie apparente,1.0,6.1,Sans anomalie apparente,1.0,5.9,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,57870,TROISFONTAINES,MOSELLE,LORRAINE,Commune simple,355.0,1287.0,1.3,"48.6710669896, 7.12727960239","{""type"": ""Polygon"", ""coordinates"": [[[7.122589757973651, 48.645033386887036], [7.112759110801883, 48.65604673535514], [7.094575896749401, 48.6599518626432], [7.099778436655345, 48.665438187289446], [7.09666041085579, 48.674750415775144], [7.104394322370611, 48.6830045953592], [7.109421929359931, 48.68293937048949], [7.129892037310912, 48.68103363102441], [7.136595118466662, 48.69010521407785], [7.141522460570619, 48.69116800177298], [7.17644624213796, 48.685733703497625], [7.170002306867193, 48.68067222849606], [7.155367162104167, 48.67965239907398], [7.135298852565554, 48.67545091036336], [7.143140324857987, 48.667144140506295], [7.142268771824552, 48.663868851654016], [7.132608395720291, 48.66206978777776], [7.136316863730594, 48.64914190188147], [7.122589757973651, 48.645033386887036]]]}",16082,680,29,5,57,41
Volmerange-les-Mines,Commune,215707316.0,57731,63421,0570223,eau potable,1,2156.0,2156.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,35",75.0,Sans anomalie apparente,1.0,84.2,Sans anomalie apparente,1.0,3.7,Sans anomalie apparente,1.0,3.7,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,57330,VOLMERANGE-LES-MINES,MOSELLE,LORRAINE,Commune simple,373.0,1297.0,2.0,"49.4457659624, 6.06722602054","{""type"": ""Polygon"", ""coordinates"": [[[6.03911193007333, 49.42764721848981], [6.033342844335423, 49.42990574547105], [6.038909057714635, 49.43518990729468], [6.042151281888327, 49.44780890463761], [6.056329823320289, 49.46540491337328], [6.071874277804115, 49.465029566585976], [6.086263906535826, 49.45575894694219], [6.100813289621212, 49.45288662367146], [6.100086628401426, 49.44975704782958], [6.100565165369328, 49.446479660631134], [6.091306090753023, 49.43886396381712], [6.096610962600145, 49.4332684107537], [6.070095096472659, 49.43267574879413], [6.03911193007333, 49.42764721848981]]]}",13592,731,5,7,57,41
Voyer,Commune,215707340.0,57734,63302,0570225,eau potable,1,446.0,446.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,63",105.0,Sans anomalie apparente,1.0,70.9,Sans anomalie apparente,1.0,5.6,Sans anomalie apparente,1.0,5.6,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,57560,VOYER,MOSELLE,LORRAINE,Commune simple,344.0,451.0,0.4,"48.6522218701, 7.08937064886","{""type"": ""Polygon"", ""coordinates"": [[[7.070702481311883, 48.640586098306144], [7.067413105297333, 48.6538574519096], [7.077711121693207, 48.66074668573195], [7.094575896749401, 48.6599518626432], [7.112759110801883, 48.65604673535514], [7.122589757973651, 48.645033386887036], [7.112669949040681, 48.64558364657509], [7.109365281211498, 48.65178650968198], [7.104382437933011, 48.652210572930215], [7.070702481311883, 48.640586098306144]]]}",32468,734,16,5,57,41
Beaumont-la-Ferrière,Commune,215800277.0,58027,153857,0580054,eau potable,1,126.0,126.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,67",10.0,Sans anomalie apparente,1.0,88.0,Sans anomalie apparente,0.0,0.1,Sans anomalie apparente,1.0,0.1,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,58700,BEAUMONT-LA-FERRIERE,NIEVRE,BOURGOGNE,Commune simple,252.0,2853.0,0.1,"47.1832698667, 3.23544438526","{""type"": ""Polygon"", ""coordinates"": [[[3.256811574640615, 47.15274307470833], [3.241399365422239, 47.156269388492404], [3.241625886193646, 47.159690033756405], [3.223089365964924, 47.164930926829044], [3.209457145780217, 47.162561617001536], [3.190503577018251, 47.1667536975366], [3.200038941269922, 47.196320977896534], [3.197288922956968, 47.19918858193392], [3.201995885423229, 47.20040484985678], [3.22011192056304, 47.19543831431845], [3.225526295139317, 47.21097570585965], [3.236835303406546, 47.216894958831425], [3.267589759692064, 47.207672216105735], [3.255669489016488, 47.20129814821885], [3.282008035207981, 47.16828654057727], [3.268239920794719, 47.16583444928412], [3.257475177150628, 47.15904366859401], [3.256811574640615, 47.15274307470833]]]}",5790,27,2,4,58,26
Crux-la-Ville,Commune,215800921.0,58092,153901,0580090,eau potable,1,427.0,427.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,08",95.0,Sans anomalie apparente,1.0,91.6,Sans anomalie apparente,1.0,0.9,Sans anomalie apparente,1.0,0.8,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,58330,CRUX-LA-VILLE,NIEVRE,BOURGOGNE,Commune simple,298.0,4589.0,0.4,"47.15352301, 3.52633710802","{""type"": ""Polygon"", ""coordinates"": [[[3.49613051502755, 47.12319065682699], [3.487296178736091, 47.12647835424634], [3.479183100639358, 47.14275391064569], [3.470389565413443, 47.15119887810133], [3.466212819754856, 47.16113715156483], [3.4729459420315, 47.17029293691537], [3.482552633403313, 47.17569112209974], [3.508931539222073, 47.1825105168117], [3.514486282248046, 47.187554663098076], [3.562399510460328, 47.17369230573272], [3.576746965402136, 47.17206419971553], [3.579859745726757, 47.1693297174678], [3.577433821373729, 47.15608924184617], [3.591505749252078, 47.14666389354165], [3.585188477734513, 47.137296666678395], [3.56756938362418, 47.125554195854605], [3.551181785531271, 47.13676139525982], [3.546595484190576, 47.13597286321955], [3.542815615752438, 47.1300935638712], [3.536402802778217, 47.12598199733821], [3.49613051502755, 47.12319065682699]]]}",431,92,23,3,58,26
Dun-les-Places,Commune,215801069.0,58106,153910,0580093,eau potable,1,351.0,351.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,98",61.0,Sans anomalie apparente,1.0,74.0,Sans anomalie apparente,1.0,1.1,Sans anomalie apparente,1.0,1.1,Sans anomalie apparente,1.0,0.37,Sans anomalie apparente,1.0,58230,DUN-LES-PLACES,NIEVRE,BOURGOGNE,Commune simple,528.0,4513.0,0.4,"47.289797689, 4.01928339749","{""type"": ""Polygon"", ""coordinates"": [[[4.050213040777549, 47.26038442979693], [4.045688316483836, 47.25145797695384], [4.03400950717695, 47.2451162968302], [4.020204756957355, 47.24920905681738], [4.006760874027237, 47.25926619737412], [3.98688272408374, 47.26855732009283], [3.979716752012383, 47.28468873479176], [3.969699086383468, 47.283854563155124], [3.952972202051956, 47.300828905962796], [3.962287307450568, 47.30808953971274], [3.976367196701165, 47.30641444481378], [3.982473953861069, 47.322595403626046], [3.987562579644957, 47.32283133173088], [4.000766437729004, 47.3123467676337], [4.02061354459184, 47.31253411205195], [4.025465891081784, 47.31360773918865], [4.031883278460255, 47.326533337492606], [4.03536203734102, 47.32908625450618], [4.039858820839846, 47.327434527681866], [4.044760277562912, 47.326859353527574], [4.05844193117162, 47.31291565169886], [4.060001762343544, 47.30341207019456], [4.078644060359719, 47.30372650783382], [4.080932798005247, 47.29709683907885], [4.070544465581209, 47.28185156156252], [4.061183017448793, 47.27946165442209], [4.042646356879393, 47.28414934497688], [4.039329071914354, 47.281604178429056], [4.043398904380721, 47.268395858223634], [4.050213040777549, 47.26038442979693]]]}",18713,106,12,2,58,26
Gouloux,Commune,215801291.0,58129,153921,0580121,eau potable,1,185.0,185.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,98",120.0,Sans anomalie apparente,0.0,80.8,Sans anomalie apparente,1.0,0.9,Sans anomalie apparente,1.0,0.6,Sans anomalie apparente,1.0,0.89,Sans anomalie apparente,1.0,58230,GOULOUX,NIEVRE,BOURGOGNE,Commune simple,570.0,2190.0,0.2,"47.2305921605, 4.0840074367","{""type"": ""Polygon"", ""coordinates"": [[[4.102824559056035, 47.198582042452585], [4.095423839926504, 47.19518586007366], [4.091531210938014, 47.19669019713864], [4.095135091628334, 47.20306676293469], [4.073623005993614, 47.212118611955695], [4.071300392795218, 47.218901760677205], [4.055511926518764, 47.227158770601356], [4.053743818244061, 47.23742978286455], [4.057431040864961, 47.24746202813705], [4.050213040777549, 47.26038442979693], [4.043398904380721, 47.268395858223634], [4.068571028787792, 47.26511457370452], [4.079811332065814, 47.24920951655597], [4.103011184829355, 47.242490645956984], [4.119796747980221, 47.216858673605536], [4.11890792682065, 47.21033963889701], [4.123484448223846, 47.20930495564818], [4.123032963269208, 47.2060320071045], [4.10926193800768, 47.20326550063619], [4.102824559056035, 47.198582042452585]]]}",4458,129,14,1,58,26
La Maison-Dieu,Commune,215801549.0,58154,153941,0580128,eau potable,1,129.0,129.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,95",115.0,Sans anomalie apparente,1.0,68.2,Sans anomalie apparente,1.0,2.8,Sans anomalie apparente,1.0,2.8,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,58190,LA MAISON-DIEU,NIEVRE,BOURGOGNE,Commune simple,261.0,1376.0,0.1,"47.4216053148, 3.66770508444","{""type"": ""Polygon"", ""coordinates"": [[[3.677521441694346, 47.41114473083615], [3.672656307128976, 47.41235226678844], [3.660263204795047, 47.40644575242014], [3.639703073422385, 47.404796202409365], [3.634591214183763, 47.405346338451686], [3.62831174616617, 47.41489581483019], [3.637479547278151, 47.4174115749964], [3.660524756362811, 47.43950947085579], [3.677362723276192, 47.44685748232054], [3.679358174569176, 47.44724194783092], [3.673439214948099, 47.435609529879194], [3.675260933429598, 47.4327722822115], [3.683925089196601, 47.4338739666795], [3.70155347143378, 47.426486210911555], [3.712403417382512, 47.41442022570494], [3.703878152483238, 47.416632676767314], [3.691140635212478, 47.41418840661894], [3.689392861707222, 47.411318040660454], [3.677521441694346, 47.41114473083615]]]}",18708,154,24,2,58,26
Myennes,Commune,215801879.0,58187,153961,0580139,eau potable,1,561.0,561.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,01",71.0,Sans anomalie apparente,1.0,85.2,Sans anomalie apparente,1.0,1.8,Sans anomalie apparente,1.0,1.8,Sans anomalie apparente,1.0,9.31,Sans anomalie apparente,1.0,58440,MYENNES,NIEVRE,BOURGOGNE,Commune simple,175.0,714.0,0.6,"47.4543629223, 2.94370342447","{""type"": ""Polygon"", ""coordinates"": [[[2.967549063695719, 47.478268514892655], [2.969024867867008, 47.47486627515299], [2.944621530249164, 47.436644647300646], [2.936400503523101, 47.43258960171049], [2.931556527942909, 47.43392813366115], [2.931614394017051, 47.44056254119615], [2.919831354068287, 47.458729683395], [2.939936186141711, 47.462027435999964], [2.967549063695719, 47.478268514892655]]]}",17343,187,31,4,58,26
Pouilly-sur-Loire,Commune,215802158.0,58215,153982,0580148,eau potable,1,1749.0,1749.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,15",103.0,Sans anomalie apparente,1.0,85.4,Sans anomalie apparente,1.0,3.3,Sans anomalie apparente,1.0,2.7,Sans anomalie apparente,1.0,0.74,Sans anomalie apparente,1.0,58150,POUILLY-SUR-LOIRE,NIEVRE,BOURGOGNE,Chef-lieu canton,177.0,1988.0,1.7,"47.2802139612, 2.98240910916","{""type"": ""Polygon"", ""coordinates"": [[[2.98180613033061, 47.25352416851269], [2.983390916529967, 47.259637142838415], [2.973547343095494, 47.26994321021688], [2.941562763652843, 47.28515470753368], [2.923335790387765, 47.30084433231234], [2.934257300502527, 47.308791133587114], [2.948833243080474, 47.30541358023692], [2.981518069917357, 47.28375456406376], [2.996097094798392, 47.28561947839176], [3.008309525113257, 47.29187594221725], [3.008639749337624, 47.28833796121424], [3.031007951447766, 47.27936769154015], [3.036486183087163, 47.26219831793625], [3.016384794865561, 47.261329652895554], [2.996720233004433, 47.264004516755634], [2.991669763919843, 47.254776653142756], [2.98180613033061, 47.25352416851269]]]}",9874,215,18,4,58,26
Sainte-Colombe-des-Bois,Commune,215802364.0,58236,153998,0580157,eau potable,1,116.0,116.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,09",120.0,Sans anomalie apparente,1.0,76.4,Sans anomalie apparente,1.0,1.0,Sans anomalie apparente,1.0,0.8,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,58220,SAINTE-COLOMBE-DES-BOIS,NIEVRE,BOURGOGNE,Commune simple,246.0,2945.0,0.1,"47.3209444056, 3.15350066237","{""type"": ""Polygon"", ""coordinates"": [[[3.143727036706379, 47.29334466602006], [3.128351046169816, 47.293227652090486], [3.120513995488222, 47.29749420177731], [3.100391411743395, 47.300169061184654], [3.115836344058772, 47.33136581808691], [3.124569642118437, 47.33445356578647], [3.136445966693, 47.3440996498115], [3.189673766609779, 47.34717572799859], [3.189651636311484, 47.33716524620634], [3.19918283777084, 47.32189036902178], [3.201967678048421, 47.30551923916651], [3.200698002982659, 47.302217555719956], [3.191452098875184, 47.29987453895846], [3.169429938271453, 47.30787590025776], [3.139723215835313, 47.305637850266464], [3.137386101264434, 47.302615834523614], [3.143727036706379, 47.29334466602006]]]}",5792,236,9,4,58,26
Bertry,Commune,215900747.0,59074,138376,0590002,eau potable,1,2271.0,2271.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,37",100.0,Sans anomalie apparente,1.0,76.4,Sans anomalie apparente,1.0,8.5,Sans anomalie apparente,1.0,8.2,Sans anomalie apparente,1.0,2.25,Sans anomalie apparente,1.0,59980,BERTRY,NORD,NORD-PAS-DE-CALAIS,Commune simple,140.0,856.0,2.2,"50.0823963526, 3.43983505864","{""type"": ""Polygon"", ""coordinates"": [[[3.440420276813223, 50.06210820542624], [3.430506396674352, 50.061173399203305], [3.422618669363262, 50.06561073357884], [3.423024043995933, 50.070728745131085], [3.430050557297798, 50.09964182490945], [3.438238321869764, 50.10678870348277], [3.446111752525805, 50.103329603900306], [3.44521692003257, 50.100009866410225], [3.46062491458045, 50.08696627684455], [3.459490413395081, 50.080369302077074], [3.440420276813223, 50.06210820542624]]]}",16160,74,18,2,59,31
